
165400,382,376,0.0625,14
162814,376,382,0.0625,14
66232,153,136,0.06666666666666668,58
105649,244,241,0.06666666666666668,14
165833,383,377,0.06666666666666668,14
58885,136,133,0.06666666666666668,14
105632,244,224,0.06666666666666668,48
104337,241,225,0.06666666666666668,56
104356,241,244,0.06666666666666668,14
106954,247,250,0.06666666666666668,14
161515,373,379,0.06666666666666668,14
61483,142,139,0.06666666666666668,14
58904,136,152,0.06666666666666668,57
82271,190,191,0.06666666666666668,14
97441,225,241,0.06666666666666668,56
97424,225,224,0.06666666666666668,7
65800,152,136,0.06666666666666668,57
60190,139,142,0.06666666666666668,14
108226,250,226,0.06666666666666668,57
164101,379,373,0.06666666666666668,14
108247,250,247,0.06666666666666668,14
163247,377,383,0.06666666666666668,14
58905,136,153,0.06666666666666668,58
60202,139,154,0.06666666666666668,58
120375,278,279,0.06666666666666668,14
82702,191,190,0.06666666666666668,14
57592,133,136,0.06666666666666668,14
97882,226,250,0.06666666666666668,57
66667,154,139,0.06666666666666668,58
96993,224,225,0.06666666666666668,7
121672,281,280,0.06666666666666668,14
121241,280,281,0.06666666666666668,14
97012,224,244,0.06666666666666668,48
120806,279,278,0.06666666666666668,14
60640,140,160,0.07142857142857142,53
164967,381,375,0.07142857142857142,14
122973,284,285,0.07142857142857142,14
113012,261,260,0.07142857142857142,14
124270,287,286,0.07142857142857142,14
104775,242,231,0.07142857142857142,53
107387,248,251,0.07142857142857142,14
128600,297,296,0.07142857142857142,7
90061,208,205,0.07142857142857142,14
37239,86,87,0.07142857142857142,14
80970,187,186,0.07142857142857142,14
74477,172,173,0.07142857142857142,14
100034,231,242,0.07142857142857142,53
152413,352,349,0.07142857142857142,14
164534,380,374,0.07142857142857142,14
104789,242,245,0.07142857142857142,14
59343,137,159,0.07142857142857142,54
59342,137,158,0.07142857142857142,52
100022,231,230,0.07142857142857142,7
123839,286,287,0.07142857142857142,14
112581,260,261,0.07142857142857142,14
113447,262,263,0.07142857142857142,14
106070,245,230,0.07142857142857142,44
151120,349,352,0.07142857142857142,14
68393,158,137,0.07142857142857142,52
38105,88,89,0.07142857142857142,14
108680,251,248,0.07142857142857142,14
99605,230,245,0.07142857142857142,44
85300,197,196,0.07142857142857142,14
68825,159,137,0.07142857142857142,54
108664,251,232,0.07142857142857142,54
60623,140,143,0.07142857142857142,14
161948,374,380,0.07142857142857142,14
80539,186,187,0.07142857142857142,14
99591,230,231,0.07142857142857142,7
88768,205,208,0.07142857142857142,14
69260,160,140,0.07142857142857142,53
58025,134,137,0.07142857142857142,14
162381,375,381,0.07142857142857142,14
84869,196,197,0.07142857142857142,14
100475,232,251,0.07142857142857142,54
61916,143,140,0.07142857142857142,14
38536,89,88,0.07142857142857142,14
128169,296,297,0.07142857142857142,7
59318,137,134,0.07142857142857142,14
123404,285,284,0.07142857142857142,14
113878,263,262,0.07142857142857142,14
37670,87,86,0.07142857142857142,14
74908,173,172,0.07142857142857142,14
106082,245,242,0.07142857142857142,14
41134,95,94,0.07692307692307693,14
130767,302,303,0.07692307692307693,7
107814,249,246,0.07692307692307693,14
107788,249,220,0.07692307692307693,48
83568,193,192,0.07692307692307693,14
83137,192,193,0.07692307692307693,14
105216,243,240,0.07692307692307693,14
90494,209,206,0.07692307692307693,14
29445,68,69,0.07692307692307693,14
106521,246,249,0.07692307692307693,14
50229,116,117,0.07692307692307693,7
50660,117,116,0.07692307692307693,7
163668,378,372,0.07692307692307693,14
105194,243,218,0.07692307692307693,40
94848,219,240,0.07692307692307693,52
77506,179,178,0.07692307692307693,14
161082,372,378,0.07692307692307693,14
115179,266,267,0.07692307692307693,14
39837,92,93,0.07692307692307693,14
115610,267,266,0.07692307692307693,14
61050,141,138,0.07692307692307693,14
116045,268,269,0.07692307692307693,14
116476,269,268,0.07692307692307693,14
117777,272,273,0.07692307692307693,14
59764,138,148,0.07692307692307693,53
30742,71,70,0.07692307692307693,14
118643,274,275,0.07692307692307693,14
131198,303,302,0.07692307692307693,7
119074,275,274,0.07692307692307693,14
89201,206,209,0.07692307692307693,14
80104,185,184,0.07692307692307693,14
57159,132,135,0.07692307692307693,14
30311,70,71,0.07692307692307693,14
59757,138,141,0.07692307692307693,14
118208,273,272,0.07692307692307693,14
77075,178,179,0.07692307692307693,14
79673,184,185,0.07692307692307693,14
94419,218,243,0.07692307692307693,40
95289,220,249,0.07692307692307693,48
58467,135,147,0.07692307692307693,52
58466,135,146,0.07692307692307693,51
73176,169,168,0.07692307692307693,14
64074,148,138,0.07692307692307693,53
58452,135,132,0.07692307692307693,14
40703,94,95,0.07692307692307693,14
94395,218,219,0.07692307692307693,7
72745,168,169,0.07692307692307693,14
152846,353,350,0.07692307692307693,14
63207,146,135,0.07692307692307693,51
94826,219,218,0.07692307692307693,7
63639,147,135,0.07692307692307693,52
40268,93,92,0.07692307692307693,14
151553,350,353,0.07692307692307693,14
29876,69,68,0.07692307692307693,14
103923,240,243,0.07692307692307693,14
103899,240,219,0.07692307692307693,52
125571,290,291,0.08333333333333333,7
126002,291,290,0.08333333333333333,7
32909,76,77,0.08333333333333333,14
75774,175,174,0.08333333333333333,14
32474,75,74,0.08333333333333333,14
32043,74,75,0.08333333333333333,14
77941,180,181,0.08333333333333333,14
35507,82,83,0.08333333333333333,14
150687,348,351,0.08333333333333333,14
