,ID1,ID2,Jaccard distance,Levenshtein distance
0,286,34,0.9565217391304348,14
1,385,35,0.9565217391304348,14
2,227,35,0.9565217391304348,17
3,140,34,0.9565217391304348,15
4,226,35,0.9565217391304348,15
5,34,233,0.9565217391304348,16
6,34,232,0.9565217391304348,14
7,34,231,0.9565217391304348,14
8,190,35,0.9565217391304348,17
9,233,34,0.9565217391304348,16
10,35,227,0.9565217391304348,17
11,379,35,0.9565217391304348,14
12,386,34,0.9565217391304348,13
13,244,35,0.9565217391304348,15
14,139,35,0.9565217391304348,15
15,186,17,0.9565217391304348,14
16,285,34,0.9565217391304348,14
17,225,35,0.9565217391304348,15
18,35,188,0.9565217391304348,16
19,35,279,0.9565217391304348,15
20,196,34,0.9565217391304348,16
21,35,226,0.9565217391304348,15
22,232,34,0.9565217391304348,14
23,35,391,0.9565217391304348,15
24,35,225,0.9565217391304348,15
25,245,34,0.9565217391304348,14
26,223,17,0.9565217391304348,14
27,195,34,0.9565217391304348,16
28,16,229,0.9565217391304348,13
29,16,192,0.9565217391304348,13
30,392,34,0.9565217391304348,15
31,35,280,0.9565217391304348,15
32,188,35,0.9565217391304348,16
33,247,35,0.9565217391304348,15
34,229,16,0.9565217391304348,13
35,391,35,0.9565217391304348,15
36,17,186,0.9565217391304348,14
37,35,190,0.9565217391304348,17
38,34,195,0.9565217391304348,16
39,34,286,0.9565217391304348,14
40,17,223,0.9565217391304348,14
41,35,139,0.9565217391304348,15
42,35,379,0.9565217391304348,14
43,35,247,0.9565217391304348,15
44,34,194,0.9565217391304348,15
45,35,244,0.9565217391304348,15
46,34,248,0.9565217391304348,14
47,34,137,0.9565217391304348,15
48,34,140,0.9565217391304348,15
49,194,34,0.9565217391304348,15
50,34,380,0.9565217391304348,13
51,231,34,0.9565217391304348,14
52,35,136,0.9565217391304348,15
53,34,386,0.9565217391304348,13
54,380,34,0.9565217391304348,13
55,34,285,0.9565217391304348,14
56,35,385,0.9565217391304348,14
57,35,189,0.9565217391304348,17
58,192,16,0.9565217391304348,13
59,279,35,0.9565217391304348,15
60,34,196,0.9565217391304348,16
61,248,34,0.9565217391304348,14
62,189,35,0.9565217391304348,17
63,136,35,0.9565217391304348,15
64,137,34,0.9565217391304348,15
65,34,392,0.9565217391304348,15
66,34,245,0.9565217391304348,14
67,280,35,0.9565217391304348,15
68,239,25,0.9545454545454546,13
69,33,391,0.9545454545454546,15
70,189,8,0.9545454545454546,17
71,25,368,0.9545454545454546,12
72,34,143,0.9545454545454546,16
73,34,215,0.9545454545454546,15
74,358,35,0.9545454545454546,14
75,243,34,0.9545454545454546,13
76,8,391,0.9545454545454546,15
77,230,34,0.9545454545454546,13
78,373,35,0.9545454545454546,13
79,35,152,0.9545454545454546,14
80,183,34,0.9545454545454546,15
81,353,34,0.9545454545454546,12
82,268,34,0.9545454545454546,13
83,35,170,0.9545454545454546,15
84,35,214,0.9545454545454546,15
85,242,34,0.9545454545454546,13
86,137,7,0.9545454545454546,14
87,180,16,0.9545454545454546,12
88,232,7,0.9545454545454546,14
89,182,34,0.9545454545454546,14
90,244,8,0.9545454545454546,15
91,33,189,0.9545454545454546,17
92,35,186,0.9545454545454546,14
93,355,35,0.9545454545454546,13
94,279,33,0.9545454545454546,15
95,244,33,0.9545454545454546,15
96,35,153,0.9545454545454546,15
97,215,34,0.9545454545454546,15
98,238,26,0.9545454545454546,13
99,33,247,0.9545454545454546,15
100,34,161,0.9545454545454546,16
101,152,35,0.9545454545454546,14
102,34,177,0.9545454545454546,15
103,34,359,0.9545454545454546,14
104,384,34,0.9545454545454546,12
105,88,35,0.9545454545454546,14
106,17,151,0.9545454545454546,14
107,25,239,0.9545454545454546,13
108,7,196,0.9545454545454546,16
109,34,273,0.9545454545454546,13
110,211,35,0.9545454545454546,14
111,250,35,0.9545454545454546,16
112,35,171,0.9545454545454546,16
113,267,34,0.9545454545454546,13
114,8,136,0.9545454545454546,15
115,8,139,0.9545454545454546,15
116,17,187,0.9545454545454546,15
117,35,133,0.9545454545454546,14
118,26,187,0.9545454545454546,15
119,7,137,0.9545454545454546,14
120,299,35,0.9545454545454546,15
121,7,140,0.9545454545454546,14
122,25,131,0.9545454545454546,13
123,35,88,0.9545454545454546,14
124,7,248,0.9545454545454546,14
125,194,7,0.9545454545454546,15
126,295,17,0.9545454545454546,12
127,35,281,0.9545454545454546,16
128,25,193,0.9545454545454546,14
129,233,7,0.9545454545454546,16
130,35,87,0.9545454545454546,14
131,134,34,0.9545454545454546,13
132,303,34,0.9545454545454546,12
133,281,35,0.9545454545454546,16
134,143,34,0.9545454545454546,16
135,8,188,0.9545454545454546,16
136,16,301,0.9545454545454546,11
137,7,245,0.9545454545454546,14
138,34,284,0.9545454545454546,13
139,231,7,0.9545454545454546,14
140,130,26,0.9545454545454546,14
141,33,190,0.9545454545454546,17
142,159,34,0.9545454545454546,14
143,174,16,0.9545454545454546,12
144,391,33,0.9545454545454546,15
145,170,35,0.9545454545454546,15
146,34,197,0.9545454545454546,17
147,261,35,0.9545454545454546,14
148,245,7,0.9545454545454546,14
149,35,155,0.9545454545454546,17
