0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
432.0,96.0,684.0,2110.0,2558.0,4236.0,7074.0,9596.0,11984.0,15872.0,20752.0,24618.0,25316.0,23636.0,19232.0,11706.0,5176.0,1546.0,
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0
